OutcomeType,SexuponOutcome,AgeuponOutcome,Name,IntakeType,IntakeCondition,AnimalType,AgeuponIntake,Color,Aggressive,Mixed,NumberOfAdmits,Time_Outcomes,Time_Intakes,DayOfWeek_Outcomes,DayOfWeek_Intakes,LengthOfStay,Intactness,Gender
0,0,121.668,0,0,0,0,121.668,0,0,0,1,05,06,4,0,5760.0,0,0
3,3,30.417,3,3,3,3,30.417,3,3,3,1,06,05,4,4,1440.0,3,3
5,5,365,5,5,5,5,365,5,5,5,1,06,12,4,0,17280.0,5,5
0,0,243.336,0,0,0,0,243.336,0,0,0,1,06,11,4,3,12960.0,0,0
0,0,121.668,0,0,0,0,121.668,0,0,0,1,06,11,4,0,7200.0,0,0
0,0,152.085,0,0,0,0,152.085,0,0,0,1,06,02,4,2,4320.0,0,0
0,0,182.502,0,0,0,0,152.085,0,0,0,1,06,03,4,0,17280.0,0,0
5,5,2190,5,5,5,5,2190,5,5,5,1,07,02,4,3,12960.0,5,5
7,7,30.417,7,7,7,7,30.417,7,7,7,1,07,03,4,4,1440.0,7,7
0,0,121.668,0,0,0,0,121.668,0,0,0,1,09,04,4,0,5760.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,11,07,4,3,2880.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,11,06,4,1,4320.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,11,05,4,3,1440.0,5,5
7,7,365,7,7,7,7,365,7,7,7,1,11,11,4,0,7200.0,7,7
0,0,365,0,0,0,0,365,0,0,0,1,11,11,4,0,17280.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,12,01,4,5,48960.0,0,0
0,0,1460,0,0,0,0,1460,0,0,0,1,12,05,4,0,5760.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,12,09,4,5,10080.0,0,0
0,0,243.336,0,0,0,0,243.336,0,0,0,1,01,04,5,6,8640.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,02,12,5,2,15840.0,7,7
7,7,1095,7,7,7,7,1095,7,7,7,1,02,02,5,1,7200.0,7,7
3,3,730,3,3,3,3,730,3,3,3,1,03,02,5,1,17280.0,3,3
0,0,2920,0,0,0,0,2920,0,0,0,1,04,10,5,2,25920.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,04,11,5,5,1440.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,06,5,0,7200.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,12,5,1,7200.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,05,03,5,1,7200.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,03,5,0,18720.0,0,0
0,0,212.919,0,0,0,0,212.919,0,0,0,1,05,02,5,5,11520.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,10,5,3,12960.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,1,05,11,5,1,7200.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,11,5,1,7200.0,0,0
0,0,152.085,0,0,0,0,152.085,0,0,0,1,06,05,5,1,7200.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,06,07,5,1,5760.0,5,5
5,5,243.336,5,5,5,5,243.336,5,5,5,1,06,01,5,3,4320.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,06,02,5,1,17280.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,06,12,5,3,4320.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,06,09,5,2,15840.0,0,0
5,5,243.336,5,5,5,5,243.336,5,5,5,1,06,05,5,4,2880.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,06,06,5,0,7200.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,01,5,1,7200.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,09,06,5,4,1440.0,7,7
0,0,365,0,0,0,0,365,0,0,0,1,11,05,5,0,7200.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,12,05,5,3,43200.0,0,0
0,0,2190,0,0,0,0,2190,0,0,0,1,12,06,5,1,5760.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,12,11,5,1,7200.0,0,0
5,5,3285,5,5,5,5,3285,5,5,5,1,01,12,6,1,8640.0,5,5
0,0,1825,0,0,0,0,1825,0,0,0,1,02,02,6,2,156960.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,03,05,6,6,10080.0,5,5
7,7,365,7,7,7,7,365,7,7,7,1,03,06,6,1,7200.0,7,7
0,0,730,0,0,0,0,730,0,0,0,1,04,11,6,3,15840.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,04,12,6,3,46080.0,0,0
7,7,30.417,7,7,7,7,30.417,7,7,7,1,04,12,6,0,10080.0,7,7
0,0,1095,0,0,0,0,1095,0,0,0,1,04,02,6,1,8640.0,0,0
0,0,121.668,0,0,0,0,121.668,0,0,0,1,04,04,6,3,15840.0,0,0
0,0,91.251,0,0,0,0,14,0,0,0,1,05,03,6,6,132480.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,05,04,6,5,2880.0,5,5
0,0,182.502,0,0,0,0,182.502,0,0,0,1,05,01,6,0,20160.0,0,0
0,0,91.251,0,0,0,0,60.834,0,0,0,1,05,10,6,0,10080.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,1,05,01,6,0,20160.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,11,6,1,8640.0,0,0
5,5,365,5,5,5,5,30.417,5,5,5,1,05,02,6,4,4320.0,5,5
7,7,21,7,7,7,7,21,7,7,7,1,05,11,6,6,1440.0,7,7
0,0,2555,0,0,0,0,2555,0,0,0,1,05,01,6,4,84960.0,0,0
0,0,212.919,0,0,0,0,212.919,0,0,0,1,05,02,6,1,8640.0,0,0
0,0,91.251,0,0,0,0,60.834,0,0,0,1,06,05,6,0,30240.0,0,0
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,1,06,04,6,0,10080.0,0,0
5,5,3285,5,5,5,5,3285,5,5,5,1,06,01,6,3,5760.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,06,11,6,5,11520.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,12,6,1,8640.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,01,6,0,20160.0,0,0
3,3,1095,3,3,3,3,1095,3,3,3,1,09,12,6,2,5760.0,3,3
1,1,730,1,1,1,1,730,1,1,1,1,09,01,6,4,2880.0,1,1
3,3,730,3,3,3,3,730,3,3,3,1,09,01,6,2,5760.0,3,3
5,5,1095,5,5,5,5,1095,5,5,5,1,12,05,6,2,5760.0,5,5
7,7,182.502,7,7,7,7,182.502,7,7,7,1,12,09,6,5,12960.0,7,7
0,0,121.668,0,0,0,0,60.834,0,0,0,1,01,04,1,2,109440.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,02,05,1,3,77760.0,7,7
0,0,730,0,0,0,0,730,0,0,0,1,03,02,1,5,15840.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,1,03,03,1,0,2880.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,04,10,1,3,18720.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,04,06,1,2,8640.0,0,0
0,0,2920,0,0,0,0,2920,0,0,0,1,05,12,1,1,41760.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,12,1,3,8640.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,05,06,1,5,4320.0,5,5
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,01,1,3,8640.0,0,0
5,5,152.085,5,5,5,5,152.085,5,5,5,1,05,10,1,3,8640.0,5,5
0,0,212.919,0,0,0,0,212.919,0,0,0,1,05,10,1,3,8640.0,0,0
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,1,06,11,1,3,8640.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,06,04,1,6,4320.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,01,1,0,43200.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,06,04,1,1,1440.0,5,5
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,01,1,3,8640.0,0,0
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,1,06,11,1,4,17280.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,12,1,4,7200.0,0,0
0,0,1825,0,0,0,0,1460,0,0,0,1,06,03,1,4,7200.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,12,1,4,7200.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,07,01,1,4,7200.0,0,0
0,0,273.75300000000004,0,0,0,0,273.75300000000004,0,0,0,1,07,12,1,1,11520.0,0,0
0,0,273.75300000000004,0,0,0,0,273.75300000000004,0,0,0,1,07,12,1,1,11520.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,10,01,1,3,8640.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,10,01,1,3,8640.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,1,11,06,1,0,1440.0,5,5
7,7,1825,7,7,7,7,1825,7,7,7,1,12,11,1,4,36000.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,12,12,1,4,5760.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,12,12,1,4,5760.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,12,05,1,4,5760.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,12,11,1,0,2880.0,7,7
0,0,730,0,0,0,0,730,0,0,0,1,12,05,1,6,63360.0,0,0
5,5,2920,5,5,5,5,2555,5,5,5,1,01,03,2,5,5760.0,5,5
7,7,1095,7,7,7,7,1095,7,7,7,1,01,01,2,6,5760.0,7,7
1,1,730,1,1,1,1,730,1,1,1,1,02,08,2,1,2880.0,1,1
7,7,365,7,7,7,7,365,7,7,7,1,04,02,2,6,5760.0,7,7
0,0,60.834,0,0,0,0,60.834,0,0,0,1,04,01,2,4,8640.0,0,0
0,0,2190,0,0,0,0,2190,0,0,0,1,04,02,2,4,8640.0,0,0
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,1,04,05,2,4,7200.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,04,03,2,2,11520.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,05,11,2,6,5760.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,05,03,2,6,5760.0,7,7
0,0,121.668,0,0,0,0,30.417,0,0,0,1,05,06,2,0,103680.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,10,2,4,8640.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,05,07,2,0,43200.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,05,11,2,2,1440.0,5,5
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,01,2,5,7200.0,0,0
0,0,2920,0,0,0,0,2920,0,0,0,1,06,01,2,4,8640.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,12,2,3,10080.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,12,2,1,12960.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,01,2,5,7200.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,1,06,02,2,1,33120.0,0,0
0,0,2190,0,0,0,0,2190,0,0,0,1,07,12,2,4,8640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,07,04,2,3,10080.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,09,11,2,4,8640.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,10,06,2,2,10080.0,0,0
3,3,30.417,3,3,3,3,30.417,3,3,3,1,11,03,2,1,1440.0,3,3
7,7,365,7,7,7,7,365,7,7,7,1,12,12,2,2,20160.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,12,02,2,5,86400.0,7,7
0,0,60.834,0,0,0,0,21,0,0,0,1,12,11,2,3,70560.0,0,0
7,7,28,7,7,7,7,28,7,7,7,1,12,06,2,5,5760.0,7,7
0,0,60.834,0,0,0,0,21,0,0,0,1,12,11,2,3,70560.0,0,0
0,0,60.834,0,0,0,0,21,0,0,0,1,12,11,2,3,70560.0,0,0
0,0,60.834,0,0,0,0,21,0,0,0,2,12,11,2,3,70560.0,0,0
7,7,28,7,7,7,7,28,7,7,7,1,12,06,2,5,5760.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,01,08,3,2,2880.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,02,12,3,3,1440.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,03,02,3,6,17280.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,03,3,1,34560.0,0,0
5,5,3285,5,5,5,5,2920,5,5,5,1,04,12,3,0,5760.0,5,5
0,0,30.417,0,0,0,0,7,0,0,0,1,04,07,3,2,63360.0,0,0
7,7,1460,7,7,7,7,1460,7,7,7,1,04,11,3,6,7200.0,7,7
7,7,60.834,7,7,7,7,30.417,7,7,7,1,04,12,3,3,11520.0,7,7
7,7,1825,7,7,7,7,1825,7,7,7,1,04,02,3,5,8640.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,04,02,3,0,5760.0,7,7
7,7,182.502,7,7,7,7,182.502,7,7,7,1,04,01,3,4,10080.0,7,7
0,0,730,0,0,0,0,730,0,0,0,1,04,11,3,2,2880.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,04,11,3,2,2880.0,5,5
0,0,273.75300000000004,0,0,0,0,243.336,0,0,0,1,04,11,3,5,59040.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,04,01,3,5,8640.0,7,7
0,0,365,0,0,0,0,30.417,0,0,0,1,04,01,3,2,133920.0,0,0
0,0,212.919,0,0,0,0,182.502,0,0,0,1,05,02,3,4,80640.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,04,3,5,8640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,11,3,1,84960.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,09,3,3,11520.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,05,3,0,156960.0,0,0
0,0,152.085,0,0,0,0,30.417,0,0,0,1,05,02,3,4,191520.0,0,0
0,0,182.502,0,0,0,0,152.085,0,0,0,1,05,11,3,6,7200.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,05,12,3,6,67680.0,0,0
0,0,182.502,0,0,0,0,152.085,0,0,0,1,05,12,3,0,66240.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,04,3,0,5760.0,0,0
0,0,243.336,0,0,0,0,182.502,0,0,0,1,06,06,3,4,119520.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,06,01,3,3,1440.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,06,09,3,2,2880.0,5,5
0,0,30.417,0,0,0,0,212.919,0,0,0,1,06,02,3,4,120960.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,08,3,0,66240.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,07,01,3,4,109440.0,0,0
0,0,91.251,0,0,0,0,35,0,0,0,1,08,12,3,1,123840.0,0,0
7,7,91.251,7,7,7,7,60.834,7,7,7,1,11,02,3,4,8640.0,7,7
5,5,1460,5,5,5,5,1460,5,5,5,1,11,10,3,3,1440.0,5,5
5,5,2190,5,5,5,5,2190,5,5,5,1,12,06,3,2,1440.0,5,5
0,0,152.085,0,0,0,0,152.085,0,0,0,1,01,07,5,3,14400.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,01,04,5,3,43200.0,7,7
7,7,1460,7,7,7,7,1460,7,7,7,1,01,01,5,1,5760.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,02,01,5,5,1440.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,02,11,5,2,4320.0,5,5
0,0,60.834,0,0,0,0,60.834,0,0,0,1,02,04,5,1,5760.0,0,0
0,0,2555,0,0,0,0,2190,0,0,0,1,03,02,5,6,10080.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,03,12,5,4,12960.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,03,12,5,5,11520.0,0,0
0,0,91.251,0,0,0,0,30.417,0,0,0,1,03,01,5,4,93600.0,0,0
5,5,2555,5,5,5,5,2555,5,5,5,1,04,02,5,5,1440.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,04,10,5,5,21600.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,02,5,1,7200.0,0,0
5,5,1095,5,5,5,5,1095,5,5,5,1,05,04,5,1,7200.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,05,5,1,25920.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,05,02,5,3,4320.0,0,0
3,3,365,3,3,3,3,365,3,3,3,1,05,01,5,5,1440.0,3,3
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,05,5,1,27360.0,0,0
0,0,243.336,0,0,0,0,243.336,0,0,0,1,06,04,5,0,8640.0,0,0
0,0,1460,0,0,0,0,1460,0,0,0,1,10,04,5,3,23040.0,0,0
7,7,243.336,7,7,7,7,243.336,7,7,7,1,11,11,5,0,8640.0,7,7
5,5,1460,5,5,5,5,1460,5,5,5,1,11,04,5,4,1440.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,12,03,5,2,64800.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,12,01,5,0,37440.0,0,0
0,0,121.668,0,0,0,0,121.668,0,0,0,1,01,03,6,5,11520.0,0,0
7,7,212.919,7,7,7,7,212.919,7,7,7,1,01,02,6,5,11520.0,7,7
7,7,3285,7,7,7,7,3285,7,7,7,1,01,02,6,0,8640.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,01,03,6,1,7200.0,7,7
5,5,1095,5,5,5,5,1095,5,5,5,1,01,02,6,5,11520.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,02,03,6,2,96480.0,0,0
7,7,152.085,7,7,7,7,152.085,7,7,7,1,02,11,6,2,7200.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,02,05,6,5,1440.0,5,5
7,7,365,7,7,7,7,365,7,7,7,1,02,02,6,5,21600.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,02,01,6,1,8640.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,03,01,6,1,8640.0,5,5
0,0,182.502,0,0,0,0,182.502,0,0,0,1,03,12,6,2,7200.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,03,12,6,5,53280.0,7,7
0,0,2555,0,0,0,0,2190,0,0,0,1,04,11,6,6,11520.0,0,0
0,0,2555,0,0,0,0,2555,0,0,0,1,04,12,6,0,90720.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,12,6,2,7200.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,05,04,6,5,2880.0,5,5
0,0,1825,0,0,0,0,1825,0,0,0,1,05,04,6,1,8640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,10,6,4,316800.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,11,6,2,7200.0,0,0
7,7,243.336,7,7,7,7,243.336,7,7,7,1,05,02,6,2,7200.0,7,7
0,0,243.336,0,0,0,0,243.336,0,0,0,1,05,12,6,4,14400.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,12,6,2,7200.0,0,0
0,0,152.085,0,0,0,0,152.085,0,0,0,1,06,02,6,2,7200.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,11,6,1,37440.0,0,0
7,7,1460,7,7,7,7,1460,7,7,7,1,06,05,6,0,20160.0,7,7
0,0,273.75300000000004,0,0,0,0,273.75300000000004,0,0,0,1,06,12,6,2,7200.0,0,0
0,0,91.251,0,0,0,0,60.834,0,0,0,1,06,11,6,2,7200.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,06,11,6,0,10080.0,5,5
0,0,60.834,0,0,0,0,14,0,0,0,1,06,12,6,6,102240.0,0,0
0,0,730,0,0,0,0,365,0,0,0,1,06,12,6,2,239040.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,07,12,6,0,40320.0,0,0
7,7,30.417,7,7,7,7,30.417,7,7,7,1,09,05,6,5,1440.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,12,11,6,1,7200.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,12,01,6,0,28800.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,12,11,6,2,7200.0,0,0
7,7,60.834,7,7,7,7,30.417,7,7,7,1,12,10,6,5,12960.0,7,7
7,7,30.417,7,7,7,7,30.417,7,7,7,1,01,03,0,1,18720.0,7,7
7,7,30.417,7,7,7,7,273.75300000000004,7,7,7,1,01,04,0,5,12960.0,7,7
7,7,243.336,7,7,7,7,243.336,7,7,7,1,01,10,0,5,24480.0,7,7
0,0,1825,0,0,0,0,1825,0,0,0,1,01,03,0,2,17280.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,01,11,0,0,1440.0,7,7
5,5,1825,5,5,5,5,1825,5,5,5,1,01,02,0,0,10080.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,02,01,0,0,21600.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,02,04,0,5,2880.0,5,5
5,5,1825,5,5,5,5,1825,5,5,5,1,03,10,0,0,1440.0,5,5
5,5,2920,5,5,5,5,2920,5,5,5,1,03,11,0,5,4320.0,5,5
7,7,30.417,7,7,7,7,30.417,7,7,7,1,04,12,0,0,11520.0,7,7
0,0,243.336,0,0,0,0,212.919,0,0,0,1,05,11,0,4,56160.0,0,0
0,0,91.251,0,0,0,0,91.251,0,0,0,1,05,04,0,5,4320.0,0,0
0,0,91.251,0,0,0,0,91.251,0,0,0,1,05,04,0,5,4320.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,06,0,2,7200.0,0,0
5,5,2190,5,5,5,5,2190,5,5,5,1,06,02,0,0,1440.0,5,5
5,5,1460,5,5,5,5,1460,5,5,5,1,06,05,0,1,10080.0,5,5
0,0,212.919,0,0,0,0,212.919,0,0,0,1,07,10,0,2,8640.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,07,09,0,5,14400.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,07,11,0,6,23040.0,0,0
7,7,2920,7,7,7,7,2920,7,7,7,1,11,12,0,2,7200.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,11,04,0,0,20160.0,7,7
7,7,1095,7,7,7,7,1095,7,7,7,1,11,12,0,4,44640.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,11,03,0,1,59040.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,11,12,0,4,44640.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,11,08,0,4,4320.0,5,5
7,7,730,7,7,7,7,730,7,7,7,1,11,09,0,5,14400.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,11,08,0,4,4320.0,5,5
5,5,1460,5,5,5,5,1460,5,5,5,1,11,01,0,6,1440.0,5,5
5,5,1095,5,5,5,5,730,5,5,5,1,11,04,0,5,2880.0,5,5
7,7,30.417,7,7,7,7,30.417,7,7,7,1,12,11,0,6,11520.0,7,7
7,7,1095,7,7,7,7,1095,7,7,7,1,12,03,0,0,10080.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,12,07,0,6,51840.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,12,01,0,3,86400.0,7,7
0,0,730,0,0,0,0,730,0,0,0,1,12,12,0,0,10080.0,0,0
3,3,30.417,3,3,3,3,30.417,3,3,3,1,12,03,0,6,11520.0,3,3
5,5,730,5,5,5,5,365,5,5,5,1,02,12,2,0,4320.0,5,5
5,5,2190,5,5,5,5,2190,5,5,5,1,02,10,2,2,1440.0,5,5
3,3,730,3,3,3,3,730,3,3,3,1,06,05,2,2,1440.0,3,3
7,7,365,7,7,7,7,1095,7,7,7,2,09,06,2,3,1100160.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,01,01,3,1,2880.0,5,5
7,7,365,7,7,7,7,365,7,7,7,1,01,06,3,2,11520.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,01,04,3,2,1440.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,01,01,3,4,8640.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,01,07,3,1,4320.0,5,5
7,7,2190,7,7,7,7,2190,7,7,7,1,02,11,3,3,1440.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,04,3,6,5760.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,03,07,3,2,1440.0,5,5
3,3,365,3,3,3,3,365,3,3,3,1,04,01,3,2,2880.0,3,3
0,0,730,0,0,0,0,730,0,0,0,1,04,05,3,5,7200.0,0,0
0,0,91.251,0,0,0,0,30.417,0,0,0,1,04,06,3,2,51840.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,01,3,5,8640.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,04,01,3,5,8640.0,0,0
0,0,1460,0,0,0,0,1460,0,0,0,1,04,02,3,5,8640.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,04,05,3,2,1440.0,0,0
6,6,365,6,6,6,6,365,6,6,6,1,04,12,3,6,7200.0,6,6
5,5,730,5,5,5,5,730,5,5,5,1,05,04,3,3,1440.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,05,02,3,5,8640.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,09,3,2,12960.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,06,11,3,2,73440.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,12,3,4,20160.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,06,02,3,2,23040.0,5,5
5,5,212.919,5,5,5,5,212.919,5,5,5,1,06,02,3,0,15840.0,5,5
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,1,06,01,3,1,14400.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,06,07,3,1,2880.0,5,5
0,0,152.085,0,0,0,0,60.834,0,0,0,1,06,04,3,3,142560.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,05,3,3,221760.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,1,06,03,3,1,4320.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,07,11,3,3,1440.0,5,5
0,0,2555,0,0,0,0,2190,0,0,0,1,09,06,3,3,11520.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,09,01,3,3,11520.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,09,01,3,3,11520.0,0,0
0,0,243.336,0,0,0,0,243.336,0,0,0,1,12,11,3,5,8640.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,12,11,3,3,1440.0,5,5
5,5,2920,5,5,5,5,2920,5,5,5,1,12,01,3,1,2880.0,5,5
5,5,1825,5,5,5,5,1460,5,5,5,1,01,01,4,1,4320.0,5,5
5,5,2920,5,5,5,5,2920,5,5,5,1,01,04,4,3,1440.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,02,03,4,6,37440.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,02,04,4,1,24480.0,0,0
5,5,2190,5,5,5,5,2190,5,5,5,1,02,02,4,3,1440.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,03,11,4,6,8640.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,03,04,4,0,5760.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,03,03,4,3,1440.0,5,5
